ever60_24m_StrictFlag,Doc_form_16,edu_max,age_max,age_min,REQUESTED_TENURE,Organization_type,City_tier,Loan_sub_type_1,SAL_FLAG,emi_income_sum,LTV_sq,LOG_income_sum,HAS_INSURANCE,CHANNEL_CODE_GROUPED,Bureau_prd_grouped,has_coapplicant,has_delinquency,enquiry_risk,dependent_band_encoded,no_of_loans,no_of_active_loans,emi_income_risk_flag,emi_stress_flag
0,0,3,33,29,25.0,2,1,1,1,0.55824102,0.34726565055624997,9.385721231090805,1,1,2,1,0,2,1,3,4,0,0
0,0,2,50,43,12.0,1,1,0,1,0.521626325,0.4182694818625547,10.36110225496905,0,2,2,1,0,1,3,1,2,0,0
0,0,4,49,24,8.0,1,3,0,1,0.59953804,0.4900918877074281,10.634965627401037,1,2,1,1,1,1,1,0,1,0,0
0,0,4,32,26,10.0,2,1,3,1,0.443050726,0.32653061175510206,10.334425456617323,0,2,2,1,0,1,1,0,1,0,0
0,0,3,29,26,25.0,3,2,1,1,0.6162957,0.5625,10.015699543143056,0,2,2,1,0,2,1,2,2,0,0
0,0,4,37,28,20.0,3,1,0,1,0.505101611,0.13276274154835596,10.074031693706946,0,2,2,1,1,1,2,1,1,0,0
0,0,2,48,19,17.0,2,2,1,0,0.455377617,0.37969177735005705,9.766731921923894,0,1,2,1,0,1,2,0,0,0,0
0,0,2,54,50,8.0,1,2,2,1,0.497937747,0.34417728184906754,10.974931318284264,1,2,1,1,0,1,2,3,3,0,0
0,0,2,41,39,20.0,2,2,3,0,0.533761378,0.31360000000000005,10.166265193090412,0,2,2,1,0,1,1,2,2,0,0
0,0,4,46,39,16.0,2,1,1,1,0.456744583,0.6387519786147952,10.895775898636748,1,2,1,1,0,1,1,3,2,0,0
0,0,2,34,25,15.0,2,2,0,0,0.437088751,0.10929986967777486,9.835284549378184,1,2,1,1,0,1,1,0,1,0,0
0,0,3,45,45,20.0,0,1,0,0,0.43236432,0.5649557745331599,10.14235680431182,1,2,2,1,0,1,3,3,3,0,0
0,0,4,54,28,20.0,2,2,0,0,0.656878982,0.35116598127846366,10.075323775680104,0,2,2,1,0,1,3,0,1,0,1
0,0,2,39,32,20.0,2,3,1,1,0.616096817,0.4091708785322449,10.269483916733925,1,2,2,1,0,1,2,0,1,0,0
0,0,3,26,25,30.0,3,1,0,1,0.598692108,0.516053616437701,10.362651392978227,0,2,2,1,0,2,3,2,3,0,0
1,0,3,38,32,20.0,2,1,1,0,0.409918258,0.3211997023317289,11.009323686293557,1,1,1,1,1,0,3,4,4,0,0
0,0,2,32,31,20.0,2,1,0,0,0.420231577,0.5882718223933951,10.85092966830562,0,1,1,1,0,0,1,3,3,0,0
0,0,3,27,19,15.0,1,1,1,1,0.54311626,0.3071625795062499,10.175192670464767,0,2,2,1,0,1,1,0,1,0,0
0,0,3,52,48,7.0,2,2,0,1,0.491789474,0.05776564355669465,9.852246888342531,0,2,0,1,0,3,1,1,2,0,0
0,0,2,49,28,16.0,2,2,0,0,0.364086126,0.3286193837956089,9.95012460518556,0,1,1,1,0,1,1,0,0,0,0
0,0,4,61,30,15.0,1,2,4,1,0.580055889,0.4444444448888889,9.869154873455622,0,1,2,1,1,1,1,0,1,0,0
0,0,3,38,35,20.0,1,2,4,1,0.469014314,0.32576194237473693,10.110217128582082,1,2,1,1,0,3,1,4,2,0,0
0,0,3,27,25,20.0,3,1,1,1,0.432092032,0.6682065971951463,9.911852468867755,1,2,2,1,0,1,3,0,1,0,0
0,0,3,39,34,20.0,1,3,1,1,0.599087452,0.47689804728527074,10.177362240256695,1,1,2,1,0,0,1,3,0,0,0
0,0,2,60,27,20.0,2,2,0,0,0.607955861,0.1896361702273566,9.894274406545417,0,2,1,1,0,1,2,0,0,0,0
0,0,2,31,31,20.0,2,1,1,1,0.606333964,0.2934027781388889,9.934016757570951,0,2,0,0,0,1,1,2,1,0,0
0,0,2,39,38,20.0,2,2,0,0,0.447147443,0.29752066066115707,9.891393883022822,0,1,1,1,1,1,1,0,1,0,0
0,0,4,41,36,20.0,0,1,0,1,0.138465761,0.4974745334590125,10.68562955841758,0,2,1,1,1,1,3,2,3,0,0
0,0,2,42,40,20.0,2,2,1,0,0.338455093,0.5345260959420229,10.220094124160042,0,2,2,1,0,3,1,2,2,0,0
0,0,3,29,26,20.0,2,2,1,1,0.591294118,0.545145890626082,9.741027444837728,1,1,2,1,1,1,2,0,1,0,0
0,0,4,44,42,20.0,0,2,3,1,0.293482275,0.20009390396148205,10.899716371226633,0,2,1,1,0,0,1,3,3,0,0
0,0,3,35,33,20.0,2,2,0,1,0.401142857,0.3790173512741102,10.239995502805316,0,2,2,1,0,1,3,1,2,0,0
0,0,4,51,27,20.0,2,1,3,1,0.407793675,0.3716327123385585,10.880327609274326,1,0,2,1,0,0,1,2,3,0,0
0,0,3,30,27,20.0,2,1,0,1,0.635468943,0.39445846421859265,10.331594391125117,0,1,2,1,0,2,3,3,3,0,0
1,0,1,45,44,15.0,1,2,3,1,0.54376497,0.29002448286158095,10.403777874386735,0,2,1,1,0,2,0,2,2,0,0
0,0,2,53,23,12.0,2,2,3,0,0.41387126,0.37461967762233056,10.33802590813,0,2,1,1,1,0,3,4,3,0,0
0,0,2,52,29,25.0,2,2,3,0,0.408045087,0.35012970513197295,9.753381458167935,0,1,2,1,0,1,1,2,1,0,0
0,0,2,46,40,20.0,2,3,0,1,0.488683797,0.27040000000000003,10.170226847967983,0,2,2,1,1,2,3,2,1,0,0
0,0,3,44,33,13.0,0,3,0,1,0.465090005,0.1297618316082924,9.493863809279105,1,1,1,1,0,1,2,0,1,0,0
0,0,2,47,18,20.0,2,2,4,0,0.709789809,0.18367346975510204,9.990330165285874,0,2,1,1,0,1,2,0,1,0,1
0,0,2,44,44,15.0,1,2,1,1,0.485919797,0.4963619445946273,9.965146932922856,1,2,1,1,0,1,2,2,2,0,0
0,0,3,26,24,30.0,2,3,3,1,0.609092969,0.1351563534922689,9.491148875484791,0,2,1,1,0,2,3,2,3,0,1
0,0,3,32,32,20.0,2,3,1,0,0.590007783,0.6905146376261868,10.202925255998762,1,1,2,1,0,1,1,1,1,0,0
0,0,3,54,47,10.0,2,3,2,0,0.176320595,0.6634658994359739,9.927793910051808,0,1,1,1,0,1,2,0,1,0,0
0,0,2,44,36,13.0,2,1,3,1,0.583348863,0.054444444288888894,9.97417898065866,0,2,2,1,1,0,1,4,4,0,0
0,0,2,59,58,6.0,0,1,1,0,0.597722013,0.3325444448288889,10.223657991087064,0,1,1,1,1,0,3,3,1,0,0
0,0,3,50,26,20.0,0,1,1,0,0.2725695,0.7566433717562501,11.038608546854046,0,2,2,1,0,1,3,1,1,0,0
0,0,3,45,31,20.0,2,2,1,0,0.291886274,0.082165356025,10.253507481908029,1,2,2,1,1,0,3,4,4,0,0
0,0,1,38,35,20.0,2,2,1,0,0.437693691,0.7953274839888225,10.072854024262671,1,2,2,1,0,1,3,1,0,0,0
0,0,4,35,34,23.0,3,1,0,1,0.509327338,0.7987181307122405,9.708566960165658,1,1,2,1,0,1,1,0,1,0,0
1,0,1,34,29,20.0,2,2,1,0,0.368515309,0.6790001714311209,9.75909741657673,1,2,1,1,0,1,3,0,1,0,0
0,0,3,29,23,20.0,2,2,4,1,0.405265149,0.187621521409,11.073992063730136,1,1,1,1,0,1,1,0,0,0,0
0,0,3,27,25,30.0,2,2,0,1,0.599359978,0.5040497545520982,10.266393046225497,1,2,1,1,0,2,1,0,0,0,0
0,0,2,29,22,29.0,1,2,1,1,0.614595796,0.5879300987559999,9.367600498174767,1,2,0,1,0,1,3,1,2,0,1
0,0,3,28,24,30.0,2,3,3,1,0.594942065,0.523889907007736,10.332831934434235,1,2,1,1,0,1,1,0,1,0,0
0,0,3,28,28,20.0,2,1,3,0,0.22353065,0.3025655448501339,11.017958152517801,0,1,2,1,0,1,3,2,2,0,0
0,0,3,30,22,29.0,0,1,3,1,0.499633773,0.728177777208889,10.310185234046838,0,2,2,1,0,1,3,0,1,0,0
0,0,2,48,22,15.0,1,3,1,1,0.506143667,0.1683103219460881,9.959915143834772,0,1,2,1,0,1,3,0,1,0,0
0,0,1,34,29,20.0,2,2,1,0,0.492513406,0.16000000000000003,10.286786574778963,0,1,1,1,0,2,2,1,0,0,0
0,0,2,30,28,20.0,2,2,0,0,0.397214714,0.3233113526248866,10.184349547288877,1,1,1,1,1,1,3,0,0,0,0
0,0,2,35,29,20.0,2,2,0,0,0.385771676,0.48873234253747516,9.870675925642097,1,2,1,1,0,1,1,2,1,0,0
0,0,3,41,35,20.0,2,1,3,1,0.252955482,0.38965782191970527,10.988896391359328,0,2,2,1,0,1,2,1,2,0,0
1,0,3,28,27,25.0,3,3,1,1,0.535586049,0.7958432146744034,10.489272214767574,1,2,2,1,0,0,3,3,4,0,0
0,0,2,51,46,13.0,2,1,0,0,0.281998563,0.053261408358254894,9.912719803849706,1,2,1,1,0,2,1,0,1,0,0
0,0,3,61,39,15.0,4,2,4,1,0.129412851,0.2738227548327391,10.676185011854082,0,1,2,1,0,1,3,2,2,0,0
0,1,3,40,40,20.0,2,1,1,1,0.266951448,0.016566845241043283,10.778768772309705,0,1,2,1,0,1,3,1,2,0,0
0,0,2,49,47,20.0,2,2,1,0,0.629676124,0.41981691331584,10.18694822615835,0,2,2,1,0,1,3,3,2,0,1
0,0,2,42,41,20.0,2,2,0,1,0.392416448,0.15433673480612248,10.232719354644704,0,2,2,1,0,1,3,0,1,0,0
0,0,2,31,29,25.0,2,2,0,0,0.45842428,0.25,9.86490263722056,1,2,2,1,0,1,2,1,1,0,0
0,0,3,34,27,24.0,1,2,4,1,0.402286812,0.14036339053355065,10.039546996943224,1,1,0,1,0,1,1,0,0,0,0
0,0,3,36,34,28.0,2,2,3,0,0.486933419,0.42597476504546095,10.030490910079704,0,2,1,1,0,1,1,2,2,0,0
0,0,4,26,25,20.0,2,2,1,1,0.318527873,0.1845670273215719,10.229765142747272,1,1,1,1,0,1,2,2,2,0,0
0,0,3,54,31,25.0,2,3,4,0,0.460380413,0.19453419882153736,10.370928002768371,1,0,0,1,0,1,1,0,1,0,0
0,0,2,36,28,20.0,2,2,1,0,0.421950364,0.25470220117064757,9.924408833317885,1,2,2,1,0,1,2,0,1,0,0
0,0,3,49,22,10.0,2,3,1,1,0.599746835,0.35595272171653025,9.6678285081515,0,2,1,1,0,1,3,0,0,0,1
0,0,2,42,40,20.0,1,1,1,1,0.326726816,0.4366913326890624,10.764857365510526,0,2,2,1,0,1,2,0,1,0,0
0,0,4,59,27,20.0,0,1,3,0,0.399940014,0.10494203264417092,9.957817893924112,1,1,2,1,0,1,1,1,1,0,0
0,0,3,29,25,20.0,2,1,1,1,0.506132742,0.32936790515142383,10.17244541598963,1,1,2,1,0,2,1,2,3,0,0
0,0,4,30,25,20.0,0,3,1,1,0.493114286,0.39445846421859265,10.463131911491967,0,1,2,1,0,2,1,2,0,0,0
0,0,4,30,25,25.0,2,1,3,1,0.306,0.5543852681879166,10.657282884047461,0,1,2,1,1,1,1,2,2,0,0
0,0,3,48,43,15.0,3,2,0,1,0.62717427,0.39445846421859265,9.408289184655837,0,1,0,1,0,3,1,0,1,0,1
0,0,4,35,28,20.0,2,2,1,1,0.554446219,0.28865104978155265,9.617470759403409,0,2,1,1,0,2,2,0,0,0,0
0,0,4,37,35,17.0,1,1,1,1,0.358538523,0.30718197759999993,10.539296891395203,0,1,2,1,0,1,1,2,2,0,0
0,1,4,36,29,20.0,2,1,1,1,0.548220173,0.26854957630180687,10.084307983203816,0,1,2,1,0,1,1,1,1,0,0
0,0,3,52,25,10.0,3,1,3,1,0.629601165,0.325840038976,10.115489263431494,0,1,2,1,0,1,3,0,1,0,1
1,0,1,55,38,7.0,1,3,4,1,0.601078882,0.13444668503155727,9.333354147871328,1,1,1,1,1,1,3,0,1,0,1
0,0,3,46,25,30.0,3,2,3,1,0.603544605,0.7424279287759159,9.991361057786367,1,1,1,1,0,2,3,0,0,0,0
0,0,3,40,33,23.0,1,2,2,1,0.586467066,0.39445846421859265,10.128669025875903,0,2,2,1,0,1,1,2,0,0,0
0,0,4,44,35,15.0,1,1,1,1,0.494297709,0.3380685977320688,10.31731757697592,0,0,2,1,0,1,2,1,0,0,0
0,0,3,28,28,25.0,2,1,3,1,0.421074312,0.6308707947047051,10.79041126377747,0,1,2,1,0,2,3,0,1,0,0
0,0,3,41,40,20.0,2,2,1,0,0.602326939,0.39445846421859265,10.097483748912742,0,2,2,1,1,0,2,3,3,0,0
0,0,4,60,33,21.0,2,2,3,1,0.57532689,0.36421594101535143,9.669788487282402,0,1,2,1,0,1,2,1,1,0,0
0,0,2,41,35,15.0,1,1,1,1,0.367084269,0.202335333489,10.17587830641895,0,1,2,1,0,1,1,0,1,0,0
0,0,2,41,33,24.0,0,2,0,0,0.610003739,0.39445846421859265,10.38325327400341,0,2,2,1,0,0,2,2,3,0,0
0,0,3,33,32,15.0,2,1,0,0,0.805459407,0.801945535537318,9.961174531938463,0,1,2,1,0,1,3,0,1,0,1
0,0,3,47,45,14.0,1,1,4,1,0.382001417,0.17468756734739072,10.686475437095863,0,2,1,1,1,1,3,1,2,0,0
0,0,2,50,25,15.0,2,2,3,0,0.343735859,0.44821529349476896,10.636340105225525,0,2,1,1,0,1,3,1,1,0,0
0,0,2,58,31,15.0,2,2,4,1,0.529066667,0.42467898272578014,9.61587214452889,0,1,1,1,0,1,1,1,0,0,0
0,0,3,30,27,20.0,2,1,0,1,0.635468943,0.39445846421859265,10.331594391125117,0,1,2,1,0,2,3,3,3,0,0
0,0,2,35,30,20.0,2,3,1,0,0.569064716,0.450816325955102,10.660245088464784,0,0,1,1,0,1,1,1,2,0,0
0,0,4,35,28,20.0,3,1,0,1,0.736622529,0.39445846421859265,10.224338408254384,0,1,2,1,1,0,2,4,4,0,1
0,0,2,29,20,20.0,2,2,0,1,0.379591837,0.7110427810568597,10.05517806577656,1,2,2,1,1,2,3,2,3,0,0
0,0,3,40,33,18.0,2,1,3,1,0.564775,0.3836783044169858,10.596659732783579,0,2,2,1,0,1,1,0,0,0,0
0,0,3,52,23,20.0,2,1,1,1,0.592744295,0.32551969483074894,10.008658050141667,0,1,2,1,0,0,1,3,3,0,0
0,0,4,60,29,20.0,2,1,1,1,0.61028,0.11230382191540537,10.12667110305036,1,2,2,1,0,1,2,0,1,0,0
0,0,3,30,23,20.0,0,2,0,0,0.545729318,0.25,10.196157166498947,0,1,1,1,1,1,3,2,3,0,0
0,0,2,42,32,20.0,2,2,1,0,0.375518027,0.2505043981611727,10.30029025006564,0,1,2,1,0,1,2,2,3,0,0
0,0,3,47,45,10.0,1,3,4,1,0.503844894,0.3558249567564438,10.23661180877751,0,1,1,1,0,1,1,2,1,0,0
0,0,3,37,35,20.0,2,3,1,0,0.438282438,0.7103510762530187,9.969673153991884,1,1,1,1,0,1,1,0,0,0,0
0,0,2,48,38,20.0,2,2,0,0,0.418661718,0.062225904673756854,10.1127654179887,0,2,1,1,1,1,2,1,0,0,0
0,0,2,60,28,25.0,2,2,1,1,0.611671088,0.42422213230815686,10.026633957357836,1,2,2,1,0,0,1,0,1,0,0
1,0,3,32,24,20.0,2,1,0,1,0.453482862,0.5686346360244969,9.44643963445061,1,1,2,1,0,1,3,0,1,0,0
0,0,3,33,31,22.0,1,1,1,1,0.239957219,0.25,10.752590924862394,0,2,0,1,0,0,1,3,3,0,0
0,0,2,43,34,15.0,1,1,1,1,0.52224345,0.2676008574212952,9.99811568161491,1,1,1,1,0,1,3,0,0,0,0
0,0,4,41,34,20.0,2,1,1,1,0.35912,0.016566845241043283,10.819798284210286,1,2,0,1,0,1,2,2,3,0,0
0,0,2,54,29,15.0,2,1,1,1,0.375035461,0.7950836761025746,10.652566005416872,0,2,1,1,0,1,2,0,0,0,0
0,0,3,30,30,20.0,1,1,1,1,0.332940052,0.45087948139535994,10.802835563679972,0,2,2,0,0,0,1,2,3,0,0
0,0,3,29,25,25.0,2,1,1,1,0.289038786,0.36299803435648514,10.633713731337494,0,2,2,1,1,0,1,3,4,0,0
0,0,3,49,44,10.0,2,1,1,1,0.35489132,0.04000000000000001,10.425965029042565,0,1,2,1,0,1,2,2,2,0,0
0,0,3,39,31,20.0,2,1,1,1,0.612373737,0.14841010646514433,9.893487720457795,1,2,2,1,0,1,3,0,0,0,1
1,0,4,39,31,27.0,2,1,3,0,0.162658662,0.8024912984971617,10.872260037700698,1,0,1,1,0,1,1,0,0,0,0
0,0,4,31,28,20.0,2,1,3,1,0.348358195,0.5083955752833006,10.676069563742107,0,1,2,1,0,2,3,2,3,0,0
0,0,3,36,34,20.0,2,1,1,1,0.289809526,0.2673068967715669,10.759900883354868,0,2,1,1,1,1,2,2,3,0,0
0,0,3,31,24,20.0,3,1,4,1,0.547555096,0.10639769801955999,10.27646390360756,0,2,2,1,0,2,3,2,2,0,0
0,0,3,42,41,19.0,2,1,3,1,0.467716942,0.09664922394708389,9.647885373547759,0,2,2,1,0,2,1,2,3,0,0
0,0,3,43,35,20.0,2,1,0,1,0.579931094,0.5301327990827961,10.47753207806241,0,2,2,1,0,2,1,2,2,0,0
0,0,3,45,35,20.0,2,1,1,0,0.600450475,0.6185313125896587,10.214843426083128,1,2,1,1,0,1,1,0,1,0,0
0,0,3,28,21,20.0,2,2,0,0,0.38685126,0.265646174422475,9.9719636238382,0,1,1,1,0,1,1,3,1,0,0
0,0,1,41,38,18.0,2,2,3,1,0.59872364,0.5808675420192089,9.79929302351827,1,1,2,1,0,1,3,0,1,0,0
0,0,3,28,26,10.0,2,1,0,1,0.590480539,0.2937293856477165,10.524870166866762,0,2,0,1,0,1,3,0,0,0,0
0,0,3,31,29,25.0,2,1,1,1,0.597259259,0.3926111633023911,10.203629181337648,1,2,2,1,1,0,1,3,3,0,0
0,0,4,36,33,20.0,1,2,1,1,0.522416215,0.6337995613407065,10.123265446374036,0,1,0,1,0,1,1,3,3,0,0
0,0,3,32,29,25.0,2,1,0,1,0.613400335,0.3663256668594523,10.303973619097128,1,1,2,1,1,0,1,1,1,0,0
0,0,3,30,23,20.0,2,2,1,0,0.594935775,0.66360167130625,10.24948275501144,0,1,0,1,1,1,3,1,2,0,0
0,0,3,31,25,20.0,2,1,1,1,0.35917577,0.7891811709821029,10.910404785623465,0,2,2,1,0,0,1,3,2,0,0
0,0,3,50,29,20.0,2,2,0,1,0.43911939,0.39445846421859265,10.069891425857708,1,2,0,1,0,3,3,2,1,0,0
0,0,3,30,23,15.0,1,2,1,1,0.168264179,0.8024912984971617,10.750128054053182,0,2,2,1,1,1,3,0,1,0,0
0,0,2,35,29,25.0,2,1,1,1,0.599303774,0.0483971532418609,9.29807648628027,0,1,1,1,0,1,1,1,2,0,1
0,0,1,38,35,20.0,3,1,0,1,0.312187128,0.39445846421859265,10.42111995751504,0,1,2,1,0,2,2,2,3,0,0
0,0,4,39,35,20.0,2,2,1,0,0.600457366,0.41140898685641775,10.560789482453936,0,2,2,1,0,0,1,2,2,0,0
0,0,3,48,43,17.0,0,2,4,0,0.559545455,0.080229006332046,9.305741456739435,1,2,1,1,1,1,2,2,1,0,0
0,0,2,36,30,28.0,2,2,4,0,0.495612625,0.25984564055682147,9.988196280463082,0,2,1,1,0,3,1,2,1,0,0
0,0,4,57,26,20.0,2,1,1,1,0.442097525,0.6416714082295145,10.616706931897728,0,2,2,1,0,1,1,1,2,0,0
