,Dummy_application_id,ever60_24m_StrictFlag,NATURE_OF_ORGANISATION,OCCUPATION_TYPE,Max_dependent,LTV,Doc_form_16,income_max,income_sum,income_min,edu_max,edu_min,age_max,age_min,cnt_coapplicant,REQUESTED_TENURE,PROPERTY_INSURANCE_AMT,Organization_type,SALARIED_SELF,CHANNEL_CODE,City_tier,FOIR2,Loan_sub_type_1,SAL_FLAG,emi_income_max,emi_income_sum,All_No_of_TL,All_open_TL,All_Vin_bureau,All_min_Vin_bureau,All_Delq_TL_24_M,No_of_enq_All,Latest_Bureau_prd,Bureau_TL
0,4667539,0,Private Ltd. Co.,SALARIED,0,0.715563384,0,11396.0,11396.0,0.0,3,2,46,24,1,240.0,4553.0,3.Private Ltd Co,SALARIED,DSA,1,,Builder Ready,SAL,0.456037206,0.456037206,4,2,32,2,0,8,CC,2.<6 CC
1,4670001,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,2,0.544463415,0,26472.0833,26472.0833,0.0,3,3,47,44,1,180.0,10307.0,3.Private Ltd Co,SELF_EMP,DSA,3,47.26110846,Self Construction,NONSAL,0.472611085,0.472611085,3,1,65,19,2,3,HL,7.<36 AL HL LAS
2,4670389,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,6,0.566011892,0,23487.5,23487.5,0.0,3,3,35,35,1,240.0,7460.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,3,48.66844066,Self Construction,NONSAL,0.486684407,0.486684407,2,2,47,37,0,2,BL_PSL,12.>36 PL TWL GL
3,4670395,0,Others,SALARIED,0,0.536454807,0,42270.0,42270.0,0.0,3,3,39,34,1,240.0,6744.0,1.Others,SALARIED,DSA,1,44.75987698,Builder UNC,SAL,0.44759877,0.44759877,2,1,94,69,0,2,AL,13.>36 Others
4,4670451,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,1,0.511948925,0,17506.0,17506.0,0.0,3,3,32,28,1,324.0,0.0,3.Private Ltd Co,SALARIED,UBL Sales,1,61.91591454,Builder Ready,SAL,0.619159145,0.619159145,1,-999,87,87,0,2,CC,11.>36 CC
5,4670689,0,Private Ltd. Co.,SALESMAN,0,0.444153595,0,29800.0,29800.0,0.0,3,2,56,31,1,240.0,0.0,3.Private Ltd Co,SALARIED,DSA,1,27.78187919,Builder Ready,SAL,0.277818792,0.277818792,4,2,50,22,0,4,CL,10.<36 Others
6,4670885,0,MNC,SALARIED,0,0.305666667,0,18946.0,18946.0,0.0,4,3,61,26,1,240.0,0.0,5.MNC,SALARIED,CROSS SALES,2,37.23741159,Builder Ready,SAL,0.372374116,0.372374116,4,3,44,30,2,8,CC,9.<36 CC
7,4670957,0,Others,SALARIED,1,0.460384681,0,10260.0,10260.0,0.0,3,3,25,25,1,360.0,0.0,1.Others,SALARIED,CROSS SALES,2,59.72709552,Builder UNC,SAL,0.597270955,0.597270955,11,8,39,4,0,17,CC,2.<6 CC
8,4672293,0,Private Ltd. Co.,SALARIED,2,0.09699321,0,49766.0,49766.0,0.0,3,2,57,28,1,288.0,0.0,3.Private Ltd Co,SALARIED,ALTERNATE CHANNELS,2,22.31041273,Self Construction,SAL,0.058493751,0.058493751,1,1,5,5,0,3,Others,4.<6 BL CL Oth
9,4672465,0,Public Ltd. Co.,SAL(RETIRAL AGE 58),1,0.594123476,0,18505.0,25293.0,6788.0,4,3,36,31,1,240.0,0.0,4.Public Ltd. Co.,SALARIED,DSA,2,53.18862927,Builder UNC,SAL,0.726992705,0.531886293,4,2,50,3,0,7,CC,2.<6 CC
10,4672583,0,Private Ltd. Co.,SALARIED,0,0.391001892,0,39470.1667,39470.1667,0.0,4,3,41,40,1,180.0,8909.0,3.Private Ltd Co,SALARIED,UBL Sales,1,,Builder UNC,SAL,0.489280933,0.489280933,1,1,67,67,0,1,HL,13.>36 Others
11,4672617,0,Government,SALARIED,0,0.378364655,0,33317.0,33317.0,0.0,1,1,55,50,1,96.0,2935.0,2.Govt,SALARIED,CROSS SALES,2,48.9389801,Resale Ready,SAL,0.489389801,0.489389801,1,1,7,7,0,1,TWL,8.<36 TWL GL
12,4672695,0,Public Ltd. Co.,SAL(RETIRAL AGE 58),0,0.691141195,0,30880.0,58013.0,27133.0,3,3,28,28,1,240.0,10339.0,4.Public Ltd. Co.,SALARIED,DSA,3,48.45465671,Builder Ready,SAL,0.609261658,0.324306621,6,5,51,17,2,13,CL,10.<36 Others
13,4673193,0,Government,SALARIED,0,0.466666667,0,15100.0,15100.0,0.0,1,1,48,42,1,132.0,4000.0,2.Govt,SALARIED,CROSS SALES,2,60.02649007,Others+P_Cons,SAL,0.600264901,0.600264901,5,5,22,7,0,1,CC,9.<36 CC
14,4674031,0,Proprietor-Proprietorship Firm (Staff Less than 25),MANUFACTURING,0,0.669094767,0,23395.5,23395.5,0.0,4,2,39,32,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,2,31.30516552,Builder Ready,NONSAL,0.313051655,0.313051655,1,-999,54,54,0,1,TWL,12.>36 PL TWL GL
15,4675041,0,Proprietor-Proprietorship Firm (Staff Less than 25),ATTORNEY AT LAW,3,0.411751614,0,19126.6667,19126.6667,0.0,3,1,55,31,1,240.0,10721.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,3,99.83443691,Self Construction,NONSAL,0.499198326,0.499198326,2,2,8,8,0,3,BL,10.<36 Others
16,4675101,0,Proprietor-Proprietorship Firm (Staff Less than 25),TRADING,0,0.5478352,0,24658.3333,24658.3333,0.0,3,2,49,44,1,180.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,,Builder UNC,NONSAL,0.622588713,0.622588713,1,1,25,25,1,4,TWL,8.<36 TWL GL
17,4675105,0,Others,SALARIED,0,0.829846667,0,19125.0,19125.0,0.0,1,1,48,47,1,132.0,3117.0,1.Others,SALARIED,CROSS SALES,1,58.99084967,Builder UNC,SAL,0.589908497,0.589908497,5,4,141,7,0,11,CL,10.<36 Others
18,4675125,0,Government,SALARIED,3,0.575577143,0,29960.0,29960.0,0.0,3,2,47,39,1,144.0,3400.0,2.Govt,SALARIED,CROSS SALES,1,,Builder Ready,SAL,0.249899866,0.249899866,10,6,142,9,1,19,PL,6.<36 PL
19,4675215,0,Government,SALARIED,2,0.37466087,0,18553.0,18553.0,0.0,2,2,54,50,1,60.0,1821.0,2.Govt,SALARIED,CROSS SALES,1,,Builder Ready,SAL,0.502021236,0.502021236,1,1,10,10,0,3,CC,9.<36 CC
20,4675473,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,0,0.6718895,0,36672.9167,36672.9167,0.0,3,3,59,30,1,240.0,4161.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,41.59200133,Builder UNC,NONSAL,0.352385389,0.352385389,13,6,86,2,1,15,CL,4.<6 BL CL Oth
21,4678125,1,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,0,0.33677201,0,27575.25,27575.25,0.0,2,2,55,52,1,120.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,52.61239699,Self Construction,NONSAL,0.52612397,0.52612397,1,-999,49,49,1,4,Others,13.>36 Others
22,4678255,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,3,0.803038661,0,18642.4167,18642.4167,0.0,2,2,44,42,1,240.0,5235.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,58.5170913,Builder Ready,NONSAL,0.585170913,0.585170913,2,2,9,5,0,-11111,CL,4.<6 BL CL Oth
23,4678561,0,Private Ltd. Co.,SALARIED,2,0.790904793,0,28000.0,28000.0,0.0,3,3,32,31,1,360.0,7586.0,3.Private Ltd Co,SALARIED,UBL Sales,1,61.80357143,Builder UNC,SAL,0.618035714,0.618035714,2,-999,84,83,0,2,PL,12.>36 PL TWL GL
24,4678577,0,Government,GOVERNMENT SERVICE,0,,0,60897.0,60897.0,60897.0,3,3,29,29,0,300.0,0.0,2.Govt,SALARIED,UBL Sales,1,,Others+P_Cons,SAL,,,3,1,45,13,0,12,CL,10.<36 Others
25,4678689,0,Public Ltd. Co.,SALARIED,2,0.827999405,0,26033.0,26033.0,0.0,3,1,40,33,1,240.0,0.0,4.Public Ltd. Co.,SALARIED,DSA,2,34.70979142,Resale Ready,SAL,0.347097914,0.347097914,3,1,26,17,0,2,CL,10.<36 Others
26,4681871,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,3,0.408395073,0,34759.5,34759.5,0.0,2,2,49,23,1,180.0,5096.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder UNC,NONSAL,0.301385233,0.301385233,4,2,111,39,2,7,BL,13.>36 Others
27,4681945,0,Self Employed Professional,PROPRIETOR,2,0.588235294,0,56481.5,56481.5,0.0,3,3,48,39,1,204.0,0.0,1.Others,SELF_EMP,CROSS SALES,3,,Builder UNC,NONSAL,0.384338235,0.384338235,4,2,38,8,0,10,AL,7.<36 AL HL LAS
28,4682253,0,Proprietor-Proprietorship Firm (Staff More than 25),MANUFACTURING,2,0.726014292,0,23922.3333,23922.3333,0.0,3,3,41,36,1,240.0,8497.0,3.Private Ltd Co,SELF_EMP,DSA,1,40.76525428,Builder Ready,NONSAL,0.407652543,0.407652543,1,-999,23,23,0,1,CC,9.<36 CC
29,4682271,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,2,0.285402692,0,18500.0,18500.0,0.0,2,1,58,31,1,240.0,11631.0,3.Private Ltd Co,SALARIED,DSA,1,45.38918919,Builder Ready,SAL,0.453891892,0.453891892,3,3,26,2,0,4,CL,4.<6 BL CL Oth
30,4682301,0,Partner-Partnership Firm (Staff More than 10 & Less than 25),SALARIED,0,0.59287963,0,20025.0,20025.0,0.0,3,3,30,28,1,360.0,0.0,3.Private Ltd Co,SALARIED,DSA,2,59.69538077,Builder UNC,SAL,0.596953808,0.596953808,7,4,46,2,0,7,CL,4.<6 BL CL Oth
31,4682311,0,Proprietor-Proprietorship Firm (Staff Less than 25),MANUFACTURING,0,0.333333333,0,21901.1667,21901.1667,0.0,3,3,35,30,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,DIRECT,3,,Builder UNC,NONSAL,0.226380634,0.226380634,1,-999,86,86,0,1,TWL,12.>36 PL TWL GL
32,4682313,0,Private Ltd. Co.,SALARIED,0,0.543430833,0,32000.0,32000.0,0.0,3,3,49,26,1,264.0,0.0,3.Private Ltd Co,SALARIED,CROSS SALES,1,38.65625,Builder UNC,SAL,0.3865625,0.3865625,4,1,30,4,0,-11111,CL,4.<6 BL CL Oth
33,4682333,0,Self Employed Professional,PROPRIETOR,0,,0,28281.6667,28281.6667,0.0,2,2,29,24,1,360.0,0.0,1.Others,SELF_EMP,ALTERNATE CHANNELS,1,,Builder UNC,NONSAL,0.639813777,0.639813777,2,1,93,29,0,2,CL,10.<36 Others
34,4682647,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,2,0.866112806,0,15103.0,15103.0,0.0,4,2,47,40,1,216.0,6646.0,3.Private Ltd Co,SALARIED,DSA,1,60.94153479,Builder UNC,SAL,0.609415348,0.609415348,1,1,43,43,0,3,Others,13.>36 Others
35,4682995,0,Partner-Partnership Firm (Staff Less than 10),SERV-PRIVATE SECTOR,1,0.40530303,0,20000.0,20000.0,0.0,2,2,43,40,1,180.0,0.0,3.Private Ltd Co,SALARIED,UBL Sales,2,59.97,Builder Ready,SAL,0.5997,0.5997,2,2,32,9,0,3,CL,10.<36 Others
36,4683295,0,MNC,SALARIED,0,0.434254667,0,17323.0,17323.0,0.0,3,3,49,26,1,240.0,2429.0,5.MNC,SALARIED,CROSS SALES,2,38.17468106,Others+P_Cons,SAL,0.381746811,0.381746811,1,1,5,5,1,2,TWL,5.<6 Others
37,4683307,0,Others,BUSINESSMAN,2,0.619408121,0,23133.0834,23133.0834,0.0,3,2,33,31,1,240.0,0.0,1.Others,SELF_EMP,UBL Sales,2,40.15893532,Resale Ready,NONSAL,0.401589353,0.401589353,3,-999,75,19,0,5,CL,10.<36 Others
38,4683349,1,Proprietor-Proprietorship Firm (Staff Less than 25),MANUFACTURING,0,0.71773863,0,19513.3333,19513.3333,0.0,2,2,39,38,1,312.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,2,48.90502229,Builder Ready,NONSAL,0.489050223,0.489050223,1,-999,61,61,0,7,PL,12.>36 PL TWL GL
39,4683391,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,3,0.285743356,0,23478.25,23478.25,0.0,2,2,38,36,1,360.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,58.43706409,Resale Ready,NONSAL,0.584370641,0.584370641,2,-999,65,49,0,3,TWL,12.>36 PL TWL GL
40,4683453,0,Proprietor-Proprietorship Firm (Staff More than 25),MANUFACTURING,0,0.627853881,0,22112.75,22112.75,0.0,3,3,59,28,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,57.73139931,Builder Ready,NONSAL,0.253338006,0.253338006,5,2,38,3,0,4,AL,5.<6 Others
41,4685057,0,Public Ltd. Co.,SALARIED,2,0.78295207,0,29194.5,53402.5,24208.0,3,3,46,24,1,240.0,0.0,4.Public Ltd. Co.,SALARIED,CROSS SALES,1,43.87060531,Builder UNC,SAL,0.802479919,0.438706053,5,1,64,15,1,4,CL,10.<36 Others
42,4685061,0,Private Ltd. Co.,SALARIED,0,0.832565714,0,15177.0,15177.0,0.0,3,2,33,29,1,300.0,5690.0,3.Private Ltd Co,SALARIED,UBL Sales,1,36.94406009,Builder UNC,SAL,0.369440601,0.369440601,1,1,23,23,0,1,CC,9.<36 CC
43,4685155,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,3,0.508555292,0,22844.5,22844.5,0.0,2,2,36,34,1,240.0,7350.0,3.Private Ltd Co,SELF_EMP,UBL Sales,1,46.58451706,Builder UNC,NONSAL,0.465845171,0.465845171,3,2,29,7,0,2,GL,8.<36 TWL GL
44,4685159,0,Government,SALARIED,3,0.818181818,0,19742.0,19742.0,0.0,2,2,53,29,1,96.0,0.0,2.Govt,SALARIED,CROSS SALES,1,,Builder Ready,SAL,0.710009118,0.710009118,3,3,37,14,2,7,CC,9.<36 CC
45,4685183,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.466666667,0,20819.0,20819.0,0.0,1,1,40,35,1,180.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,,Builder Ready,NONSAL,0.364426726,0.364426726,5,1,27,3,0,4,GL,5.<6 Others
46,4685341,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,1,0.80137285,0,20800.0,20800.0,0.0,4,3,31,27,1,360.0,4635.0,3.Private Ltd Co,SALARIED,UBL Sales,3,68.75961538,Builder Ready,SAL,0.585528846,0.585528846,1,1,20,20,0,2,PL,6.<36 PL
47,4685857,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,2,0.705168273,0,24420.8333,24420.8333,0.0,3,3,46,43,1,240.0,10924.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,52.87288866,Builder UNC,NONSAL,0.528728887,0.528728887,1,1,31,31,0,3,CC,9.<36 CC
48,4686155,0,Private Ltd. Co.,SALARIED,0,0.547008547,0,22800.0,22800.0,0.0,3,3,31,23,1,324.0,0.0,3.Private Ltd Co,SALARIED,CROSS SALES,1,59.90789474,Resale Ready,SAL,0.599078947,0.599078947,1,1,15,15,0,1,CC,9.<36 CC
49,4686203,0,Private Ltd. Co.,SALARIED,2,0.646258503,0,45830.8275,45830.8275,0.0,1,1,50,27,1,240.0,5143.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,28.73611654,Self Construction,SAL,0.287361165,0.287361165,1,1,11,11,0,1,TWL,8.<36 TWL GL
50,4686259,0,Self Employed Professional,PROPRIETOR,1,0.883497066,0,32620.9166,32620.9166,0.0,3,2,47,24,1,216.0,0.0,1.Others,SELF_EMP,UBL Sales,3,43.20847318,Self Construction,NONSAL,0.432084732,0.432084732,1,-999,50,50,0,1,Others,13.>36 Others
51,4686267,0,Self Employed Professional,PROPRIETOR,0,0.771982668,0,31779.6667,31779.6667,0.0,3,2,41,24,1,360.0,8907.0,1.Others,SELF_EMP,UBL Sales,3,44.04703212,Builder Ready,NONSAL,0.440470321,0.440470321,4,1,43,2,0,4,CL,4.<6 BL CL Oth
52,4686301,0,Self Employed Professional,PROPRIETOR,2,0.527566134,0,37787.25,37787.25,0.0,3,3,31,26,1,180.0,4384.0,1.Others,SELF_EMP,CROSS SALES,1,51.49355934,Builder UNC,NONSAL,0.514935593,0.514935593,2,-999,50,46,0,6,TWL,12.>36 PL TWL GL
53,4686761,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,2,0.773344421,0,42000.0,42000.0,0.0,3,2,50,24,1,240.0,0.0,3.Private Ltd Co,SALARIED,DSA,1,59.91190476,Resale Ready,SAL,0.398571429,0.398571429,5,4,28,13,0,6,AL,7.<36 AL HL LAS
54,4687041,0,Public Ltd. Co.,SALARIED,2,0.345472866,0,53720.0,53720.0,0.0,4,4,33,28,1,60.0,3727.0,4.Public Ltd. Co.,SALARIED,CROSS SALES,3,48.29113924,Self Construction,SAL,0.482911392,0.482911392,2,1,88,63,0,2,PL,12.>36 PL TWL GL
55,4687235,0,Private Ltd. Co.,SALARIED,0,0.791410206,0,19249.0,19249.0,0.0,3,3,26,26,1,360.0,6584.0,3.Private Ltd Co,SALARIED,UBL Sales,1,58.04457374,Resale Ready,SAL,0.580445737,0.580445737,6,3,39,5,0,3,CL,4.<6 BL CL Oth
56,4687323,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,1,0.4,0,34915.0,34915.0,0.0,3,3,37,32,1,300.0,0.0,3.Private Ltd Co,SALARIED,UBL Sales,1,,Builder Ready,SAL,0.496004583,0.496004583,9,5,107,57,4,31,PL,12.>36 PL TWL GL
57,4687343,0,Public Ltd. Co.,SALARIED,0,0.494430435,0,18398.0,18398.0,0.0,3,3,28,26,1,240.0,6828.0,4.Public Ltd. Co.,SALARIED,DSA,3,56.4789651,Builder Ready,SAL,0.564789651,0.564789651,2,2,22,10,0,2,CC,9.<36 CC
58,4687519,0,Partner-Partnership Firm (Staff More than 10 & Less than 25),SALARIED,1,0.5892925,0,11916.0,11916.0,0.0,3,2,33,29,1,300.0,7151.0,3.Private Ltd Co,SALARIED,CROSS SALES,1,55.82410205,Builder UNC,SAL,0.55824102,0.55824102,6,6,56,7,0,10,CL,10.<36 Others
59,4687553,0,Government,GOVERNMENT SERVICE,0,0.646737568,0,31605.0,31605.0,0.0,2,2,50,43,1,144.0,0.0,2.Govt,SALARIED,UBL Sales,1,63.5785477,Builder Ready,SAL,0.521626325,0.521626325,2,2,13,2,0,2,PL,3.<6 PL
60,4687573,0,Government,SALARIED,2,0.700065631,0,21549.0,41562.0,20013.0,4,4,49,24,1,96.0,3363.0,2.Govt,SALARIED,DSA,3,59.95380396,Builder Ready,SAL,1.156341362,0.59953804,1,1,35,35,1,4,TWL,8.<36 TWL GL
61,4687579,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,1,0.571428571,0,30773.0,30773.0,0.0,4,2,32,26,1,120.0,0.0,3.Private Ltd Co,SALARIED,DSA,1,44.30507263,Resale Ready,SAL,0.443050726,0.443050726,1,1,55,55,0,5,CC,11.>36 CC
62,4687771,0,Public Ltd. Co.,SALARIED,2,0.75,0,22374.0,22374.0,0.0,3,2,29,26,1,300.0,0.0,4.Public Ltd. Co.,SALARIED,DSA,2,,Builder UNC,SAL,0.6162957,0.6162957,4,2,52,16,0,7,CC,9.<36 CC
63,4689733,0,Public Ltd. Co.,SERV-PUBLIC SECTOR,3,0.364366219,0,23718.0,23718.0,0.0,4,3,37,28,1,240.0,0.0,4.Public Ltd. Co.,SALARIED,UBL Sales,1,50.51016106,Builder Ready,SAL,0.505101611,0.505101611,2,1,93,92,1,3,CC,11.>36 CC
64,4690115,0,Proprietor-Proprietorship Firm (Staff More than 25),MANUFACTURING,3,0.616191348,0,17442.6667,17442.6667,0.0,2,2,48,19,1,204.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,45.53776172,Builder UNC,NONSAL,0.455377617,0.455377617,1,-999,25,25,0,1,CL,10.<36 Others
65,4690117,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,1,0.836558929,0,51410.25,72491.5,21081.25,3,3,32,31,1,300.0,27924.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,,Builder Ready,NONSAL,0.446564644,0.316699199,5,4,89,28,1,15,CC,9.<36 CC
66,4690157,0,Government,SALARIED,3,0.586666244,0,35025.0,58390.8333,23365.8333,2,2,54,50,1,96.0,6714.0,2.Govt,SALARIED,UBL Sales,2,57.27782618,Others+P_Cons,SAL,0.830121342,0.497937747,6,3,57,26,0,3,TWL,8.<36 TWL GL
67,4690159,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.56,0,26009.75,26009.75,0.0,2,2,41,39,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,,Resale Ready,NONSAL,0.533761378,0.533761378,3,2,97,88,0,4,PL,12.>36 PL TWL GL
68,4690237,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,2,0.799219606,0,40000.0,53947.0,13947.0,4,3,46,39,1,192.0,8209.0,3.Private Ltd Co,SALARIED,DSA,1,45.67445826,Builder UNC,SAL,0.616,0.456744583,5,2,32,13,0,3,GL,8.<36 TWL GL
69,4690355,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,1,0.330605308,0,18680.4167,18680.4167,0.0,2,2,34,25,1,180.0,7226.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,43.70887508,Builder Ready,NONSAL,0.437088751,0.437088751,1,1,15,15,0,2,HL,7.<36 AL HL LAS
70,4690397,0,Self Employed Professional,PROPRIETOR,0,0.7516354,0,25395.25,25395.25,0.0,3,2,45,45,1,240.0,7485.0,1.Others,SELF_EMP,DSA,1,43.23643201,Builder Ready,NONSAL,0.43236432,0.43236432,8,4,51,2,0,3,CL,4.<6 BL CL Oth
71,4690497,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.592592593,0,23748.6667,23748.6667,0.0,4,4,54,28,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,,Builder Ready,NONSAL,0.656878982,0.656878982,1,1,13,13,0,2,CL,10.<36 Others
72,4690511,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,3,0.639664661,0,28838.0,28838.0,0.0,2,2,39,32,1,240.0,4541.0,3.Private Ltd Co,SALARIED,UBL Sales,3,61.60968167,Builder UNC,SAL,0.616096817,0.616096817,1,1,104,104,0,1,CC,11.>36 CC
73,4690895,0,Public Ltd. Co.,SERV-PRIVATE SECTOR,0,0.718368719,0,31654.0,31654.0,0.0,3,3,26,25,1,360.0,0.0,4.Public Ltd. Co.,SALARIED,UBL Sales,1,59.86921084,Builder Ready,SAL,0.598692108,0.598692108,4,3,35,1,0,7,CC,2.<6 CC
74,4690899,1,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.56674483,0,60434.0,60434.0,0.0,3,3,38,32,1,240.0,12508.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,,Builder UNC,NONSAL,0.409918258,0.409918258,16,6,92,7,5,26,GL,8.<36 TWL GL
75,4690969,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,2,0.766988802,0,31599.5,51581.0833,19981.5833,2,2,32,31,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,42.02315774,Builder Ready,NONSAL,0.685960221,0.420231577,6,4,57,4,0,15,AL,5.<6 Others
76,4691083,0,Government,SALARIED,2,0.5542225,0,26243.0,26243.0,0.0,3,3,27,19,1,180.0,0.0,2.Govt,SALARIED,UBL Sales,1,54.31162596,Builder UNC,SAL,0.54311626,0.54311626,1,1,9,9,0,1,CC,9.<36 CC
77,4691135,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,1,0.240344843,0,19000.0,19000.0,0.0,3,2,52,48,1,84.0,0.0,3.Private Ltd Co,SALARIED,DSA,2,49.17894737,Builder Ready,SAL,0.491789474,0.491789474,2,2,31,2,0,-11111,BL,4.<6 BL CL Oth
78,4691367,0,Proprietor-Proprietorship Firm (Staff More than 25),MANUFACTURING,1,0.573253333,0,20953.8333,20953.8333,0.0,2,2,49,28,1,192.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.364086126,0.364086126,1,-999,82,82,0,1,TWL,12.>36 PL TWL GL
79,4691555,0,Government,SALARIED,2,0.666666667,0,19324.0,19324.0,0.0,4,3,61,30,1,180.0,0.0,2.Govt,SALARIED,CROSS SALES,2,58.0055889,Self Construction,SAL,0.580055889,0.580055889,1,1,17,17,1,3,CC,9.<36 CC
80,4691727,0,Government,SALARIED,2,0.570755589,0,13392.0,24592.0,11200.0,3,1,38,35,1,240.0,7957.0,2.Govt,SALARIED,DSA,2,46.90143136,Self Construction,SAL,0.861260454,0.469014314,12,2,41,2,0,-11111,GL,5.<6 Others
81,4691733,0,Public Ltd. Co.,SALARIED,0,0.817439048,0,10428.0,20167.0,9739.0,3,2,27,25,1,240.0,5665.0,4.Public Ltd. Co.,SALARIED,UBL Sales,1,48.07854416,Builder UNC,SAL,0.835634829,0.432092032,1,1,13,13,0,4,CC,9.<36 CC
82,4691945,0,Government,GOVERNMENT SERVICE,2,0.690578053,0,13500.0,26300.0,12800.0,3,3,39,34,1,240.0,6867.0,2.Govt,SALARIED,CROSS SALES,3,59.90874525,Builder UNC,SAL,1.167111111,0.599087452,5,-999,81,23,0,11,CL,10.<36 Others
83,4692031,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,3,0.435472353,0,19815.5833,19815.5833,0.0,2,2,60,27,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,2,60.79558607,Builder Ready,NONSAL,0.607955861,0.607955861,1,-999,28,28,0,1,TWL,8.<36 TWL GL
84,4692037,0,Private Ltd. Co.,SALARIED,2,0.541666667,0,20619.0,20619.0,20619.0,2,2,31,31,0,240.0,0.0,3.Private Ltd Co,SALARIED,DSA,1,60.63339638,Builder UNC,SAL,0.606333964,0.606333964,4,1,49,4,0,4,Others,4.<6 BL CL Oth
85,4692047,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,1,0.545454545,0,19758.5833,19758.5833,0.0,2,2,39,38,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.447147443,0.447147443,1,1,13,13,1,1,TWL,8.<36 TWL GL
86,4692127,0,Others,SALARIED,0,0.705318746,0,25722.0,43722.0,18000.0,4,3,41,36,1,240.0,0.0,1.Others,SALARIED,DSA,1,13.84657609,Builder Ready,SAL,0.235362725,0.138465761,4,4,25,25,2,3,HL,7.<36 AL HL LAS
87,4693541,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,2,0.731112916,0,27448.25,27448.25,0.0,2,2,42,40,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,33.84550928,Builder UNC,NONSAL,0.338455093,0.338455093,3,2,93,81,0,-11111,CC,11.>36 CC
88,4693677,0,Private Ltd. Co.,SALARIED,3,0.738339956,0,17000.0,17000.0,0.0,3,3,29,26,1,240.0,6365.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,59.12941176,Builder UNC,SAL,0.591294118,0.591294118,1,1,20,20,1,2,CC,9.<36 CC
