,Dummy_application_id,ever60_24m_StrictFlag,NATURE_OF_ORGANISATION,OCCUPATION_TYPE,Max_dependent,LTV,Doc_form_16,income_max,income_sum,income_min,edu_max,edu_min,age_max,age_min,cnt_coapplicant,REQUESTED_TENURE,PROPERTY_INSURANCE_AMT,Organization_type,SALARIED_SELF,CHANNEL_CODE,City_tier,FOIR2,Loan_sub_type_1,SAL_FLAG,emi_income_max,emi_income_sum,All_No_of_TL,All_open_TL,All_Vin_bureau,All_min_Vin_bureau,All_Delq_TL_24_M,No_of_enq_All,Latest_Bureau_prd,Bureau_TL
6745,8854471,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,0,0.5948645,0,31215.8333,31215.8333,0.0,2,1,39,33,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,37.16062899,Builder UNC,NONSAL,0.37160629,0.37160629,1,-999,15,15,0,1,Others,10.<36 Others
6746,8856805,1,Private Ltd. Co.,SALARIED,0,0.64779625,0,15229.0,15229.0,0.0,3,3,41,32,1,300.0,10360.0,3.Private Ltd Co,SALARIED,ALTERNATE CHANNELS,1,,Resale Ready,SAL,0.623284523,0.623284523,4,3,55,23,0,8,CL,10.<36 Others
6747,8856913,0,Public Ltd. Co.,SALARIED,3,0.466666667,0,21715.0,39715.0,18000.0,3,1,55,44,1,84.0,9500.0,4.Public Ltd. Co.,SALARIED,CROSS SALES,2,,Builder Ready,SAL,1.073635736,0.587032607,2,1,137,126,0,3,PL,12.>36 PL TWL GL
6748,8856945,0,Proprietor-Proprietorship Firm (Staff Less than 25),ACCOUNTANT,1,0.43377023,0,25035.9167,25035.9167,0.0,2,1,46,24,1,240.0,3440.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,3,29.19805209,Builder Ready,NONSAL,0.201710209,0.201710209,3,2,44,3,0,5,CL,4.<6 BL CL Oth
6749,8857009,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,2,0.520122229,0,30479.25,30479.25,0.0,2,2,30,30,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,2,,Resale Ready,NONSAL,0.259422394,0.259422394,4,2,56,8,0,9,CL,10.<36 Others
6750,8857405,0,Private Ltd. Co.,SALARIED,0,0.836289194,0,23659.0,39665.0,16006.0,3,3,29,28,1,360.0,0.0,3.Private Ltd Co,SALARIED,UBL Sales,1,64.70692046,Builder Ready,SAL,1.084830297,0.647069205,2,1,39,29,0,6,CC,9.<36 CC
6751,8857555,0,Self Employed Professional,SELF-EMPLOYED,0,0.480725,0,19589.3333,19589.3333,0.0,2,2,59,27,1,84.0,2634.0,1.Others,SELF_EMP,DSA,2,,Builder UNC,NONSAL,0.329465016,0.329465016,1,1,12,12,0,1,HL,7.<36 AL HL LAS
6752,8857579,0,Private Ltd. Co.,SALARIED,2,0.5822165,1,28000.0,28000.0,0.0,3,3,39,31,1,216.0,5024.0,3.Private Ltd Co,SALARIED,UBL Sales,2,,Builder UNC,SAL,0.4185,0.4185,4,2,129,32,0,1,CC,9.<36 CC
6753,8857891,0,Private Ltd. Co.,SALARIED,0,,0,19600.0,24539.0,4939.0,3,3,27,21,1,360.0,0.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Builder UNC,SAL,0.738163265,0.589592078,8,7,15,1,0,29,CC,2.<6 CC
6754,8858369,0,Government,SALARIED,1,0.413769231,0,14850.0,14850.0,0.0,3,3,42,35,1,216.0,7535.0,2.Govt,SALARIED,DSA,2,59.95286195,Builder UNC,SAL,0.59952862,0.59952862,1,-999,52,52,0,-11111,AL,13.>36 Others
6755,8858511,0,Private Ltd. Co.,SAL(RETIRAL AGE 58),2,0.731769713,1,13350.0,13350.0,0.0,2,2,35,34,1,240.0,3324.0,3.Private Ltd Co,SALARIED,DSA,2,47.5505618,Builder UNC,SAL,0.475505618,0.475505618,2,1,19,3,0,2,CC,2.<6 CC
6756,8858835,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,3,0.888888889,0,26429.6667,26429.6667,0.0,3,2,50,41,1,204.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,1,,Builder Ready,NONSAL,0.608028856,0.608028856,3,2,10,4,1,1,GL,5.<6 Others
6757,8858879,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,2,0.652173913,0,26012.3333,26012.3333,0.0,4,1,33,31,1,300.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,1,,Resale Ready,NONSAL,0.538283123,0.538283123,1,-999,18,18,1,2,AL,7.<36 AL HL LAS
6758,8862053,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,3,0.638824532,0,70668.8883,70668.8883,0.0,3,1,34,30,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Resale Ready,NONSAL,0.327046322,0.327046322,4,4,118,11,0,8,Others,10.<36 Others
6759,8865197,0,Private Ltd. Co.,SALARIED,2,0.78772098,0,23202.0,23202.0,0.0,4,2,26,25,1,300.0,8835.0,3.Private Ltd Co,SALARIED,DSA,1,57.72347211,Resale Ready,SAL,0.577234721,0.577234721,1,1,23,23,0,2,CC,9.<36 CC
6760,8869375,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,3,0.792775043,0,29240.25,54197.75,0.0,3,2,50,25,2,240.0,8983.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,43.11987121,Resale Ready,NONSAL,0.799240773,0.431198712,1,-999,45,45,0,2,Others,13.>36 Others
6761,8869479,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,1,0.5941796,0,24682.1666,24682.1666,0.0,3,3,28,24,1,240.0,10000.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.594801917,0.594801917,1,1,3,3,0,1,CC,2.<6 CC
6762,8871913,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,4,0.602019281,0,39759.1667,39759.1667,0.0,3,3,49,45,1,216.0,10550.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,59.23162368,Resale Ready,NONSAL,0.592316237,0.592316237,6,2,118,3,0,5,CC,2.<6 CC
6763,8872399,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,2,,0,26293.25,26293.25,0.0,2,1,39,34,1,300.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,3,,Builder UNC,NONSAL,0.521198406,0.521198406,4,1,144,2,1,9,Others,4.<6 BL CL Oth
6764,8872613,0,Private Ltd. Co.,SAL(RETIRAL AGE 58),3,0.5120785,0,21000.0,21000.0,0.0,3,2,38,34,1,240.0,0.0,3.Private Ltd Co,SALARIED,CROSS SALES,3,,Self Construction,SAL,0.473857143,0.473857143,11,3,62,6,0,5,Others,10.<36 Others
6765,8872699,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,2,0.526047398,1,33554.1667,33554.1667,0.0,4,1,49,46,1,204.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,3,45.76182784,Resale Ready,NONSAL,0.457618278,0.457618278,2,1,79,52,0,4,HL,13.>36 Others
6766,8873085,0,Proprietor-Proprietorship Firm (Staff More than 25),SAL(RETIRAL AGE 58),1,0.5875,0,95152.0,95152.0,0.0,3,3,43,38,1,192.0,10773.0,3.Private Ltd Co,SALARIED,CROSS SALES,3,60.28985203,Self Construction,SAL,0.363786363,0.363786363,1,1,10,10,0,7,AL,7.<36 AL HL LAS
6767,8873141,1,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.641923245,1,41752.25,41752.25,0.0,1,1,44,35,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,59.62552916,Builder Ready,NONSAL,0.286571382,0.286571382,1,1,14,14,0,2,Others,10.<36 Others
6768,8875521,0,Private Ltd. Co.,SALARIED,2,0.450624437,0,22895.0,45790.0,22895.0,3,2,33,29,1,240.0,0.0,3.Private Ltd Co,SALARIED,CROSS SALES,3,14.55121206,Resale Ready,SAL,0.291024241,0.145512121,3,2,71,8,0,5,CC,9.<36 CC
6769,8875817,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.849998906,0,25120.0,25120.0,0.0,3,3,26,25,1,240.0,5822.0,3.Private Ltd Co,SELF_EMP,ALTERNATE CHANNELS,2,53.51910828,Builder Ready,NONSAL,0.535191083,0.535191083,2,1,62,6,1,5,CC,9.<36 CC
6770,8876183,1,Private Ltd. Co.,SALARIED,1,0.830346898,0,19171.0,29411.0,10240.0,3,3,35,32,1,312.0,13149.0,3.Private Ltd Co,SALARIED,DSA,2,86.49484887,Resale Ready,SAL,0.78321423,0.510523274,6,5,35,5,0,12,CC,2.<6 CC
6771,8876365,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,2,0.607754,0,10000.0,10000.0,0.0,3,1,32,28,1,240.0,2834.0,3.Private Ltd Co,SALARIED,DSA,2,,Others+P_Cons,SAL,0.5905,0.5905,12,8,34,1,0,13,CL,4.<6 BL CL Oth
6772,8876447,1,Private Ltd. Co.,SALARIED,3,0.516708,1,14900.0,14900.0,0.0,1,1,42,28,1,180.0,1482.0,3.Private Ltd Co,SALARIED,CROSS SALES,3,,Builder UNC,SAL,0.374765101,0.374765101,1,1,8,8,0,5,TWL,8.<36 TWL GL
6773,8876453,0,Proprietor-Proprietorship Firm (Staff More than 25),OTHERS,2,0.830426706,1,23824.25,23824.25,0.0,3,1,31,22,1,240.0,5041.0,3.Private Ltd Co,SELF_EMP,DSA,2,42.46513531,Builder UNC,NONSAL,0.424651353,0.424651353,1,1,29,29,0,1,TWL,8.<36 TWL GL
6774,8876497,0,Self Employed Professional,SELF-EMPLOYED,2,0.671594805,0,33426.3333,54827.0833,21400.75,3,3,36,35,1,240.0,9017.0,1.Others,SELF_EMP,DSA,2,27.96610558,Builder UNC,NONSAL,0.458710199,0.279661056,2,2,22,4,0,7,CL,4.<6 BL CL Oth
6775,8877839,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,1,,0,81575.5,81575.5,0.0,3,2,48,39,1,180.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,1,,Builder Ready,NONSAL,0.307298147,0.307298147,4,3,80,20,0,7,HL,7.<36 AL HL LAS
6776,8877921,0,Government,SALARIED,3,0.612927647,0,24051.0,24051.0,0.0,2,2,45,33,1,180.0,3129.0,2.Govt,SALARIED,CROSS SALES,2,,Resale Ready,SAL,0.46821338,0.46821338,1,-999,90,90,0,2,TWL,12.>36 PL TWL GL
6777,8892393,0,Partner-Partnership Firm (Staff More than 25),SALARIED,1,0.618568867,0,45000.0,45000.0,45000.0,3,3,34,34,0,314.0,0.0,3.Private Ltd Co,SALARIED,DIRECT,1,59.54666667,Resale Ready,SAL,0.595466667,0.595466667,6,3,67,11,0,19,CC,9.<36 CC
6778,8899927,0,Others,OTHERS,2,0.571305333,0,30080.0,30080.0833,0.0833,3,3,46,46,1,168.0,0.0,1.Others,OTHERS,DSA,1,,Resale Ready,NONSAL,0.63487367,0.634871912,3,3,25,12,1,11,CC,9.<36 CC
6779,8900677,0,MNC,SALARIED,2,0.781765493,1,36915.0,36915.0,0.0,3,3,34,27,1,360.0,10763.0,5.MNC,SALARIED,DSA,3,60.60409048,Builder Ready,SAL,0.606040905,0.606040905,6,5,48,2,1,9,PL,3.<6 PL
6780,8901153,0,Private Ltd. Co.,SALARIED,1,0.788643533,0,39310.75,53010.75,0.0,3,3,58,24,2,120.0,0.0,3.Private Ltd Co,SALARIED,CROSS SALES,1,56.11503327,Builder Ready,SAL,0.75671413,0.561150333,1,1,51,51,0,11,CC,11.>36 CC
6781,8901173,1,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,1,0.849378882,0,24140.5833,24140.5833,0.0,3,3,37,26,1,204.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,,Resale Ready,NONSAL,0.47289661,0.47289661,6,4,21,2,2,-11111,GL,5.<6 Others
6782,8901307,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,0,0.8319744,0,26156.0,26156.0,0.0,3,3,33,32,1,324.0,5696.0,3.Private Ltd Co,SALARIED,CROSS SALES,3,35.40679003,Resale Ready,SAL,0.3540679,0.3540679,1,1,5,5,0,2,CC,2.<6 CC
6783,8902531,0,Government,SALARIED,3,0.728156333,0,29541.0,51466.0,21925.0,3,3,52,51,1,108.0,10000.0,2.Govt,SALARIED,CROSS SALES,2,,Resale Ready,SAL,1.045089875,0.59987176,2,2,60,60,0,13,HL,13.>36 Others
6784,8902541,0,Proprietor-Proprietorship Firm (Staff More than 25),MANUFACTURING,2,0.849358974,0,40123.75,66012.5,25888.75,3,2,47,40,1,216.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,32.83620526,Builder Ready,NONSAL,0.540228668,0.328362053,5,3,42,18,0,9,HL,7.<36 AL HL LAS
6785,8902571,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,2,0.846747607,1,24097.5,24097.5,0.0,3,3,32,29,1,196.0,11929.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,37.53916381,Resale Ready,NONSAL,0.375391638,0.375391638,1,-999,57,57,0,5,TWL,12.>36 PL TWL GL
6786,8902597,0,Proprietor-Proprietorship Firm (Staff Less than 25),TRADING,0,0.682397959,1,36995.1667,36995.1667,0.0,3,1,31,31,1,240.0,4124.0,3.Private Ltd Co,SELF_EMP,DSA,3,33.45031555,Builder UNC,NONSAL,0.285848151,0.285848151,2,2,14,5,0,3,PL,3.<6 PL
6787,8903215,0,Public Ltd. Co.,SAL(RETIRAL AGE 58),2,0.825,0,17384.0,17384.0,0.0,3,1,68,41,1,132.0,0.0,4.Public Ltd. Co.,SALARIED,DSA,2,,Builder UNC,SAL,0.592843994,0.592843994,2,2,7,5,0,4,CL,4.<6 BL CL Oth
6788,8903819,0,Private Ltd. Co.,SALARIED,4,0.85,1,20637.0,20637.0,0.0,4,3,32,31,1,180.0,6112.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,43.69336628,Resale Ready,SAL,0.436933663,0.436933663,3,2,30,14,1,3,PL,6.<36 PL
6789,8908361,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,0,0.659463082,0,29007.3333,29007.3333,0.0,2,2,32,32,1,240.0,5969.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,59.34016692,Builder Ready,NONSAL,0.593401669,0.593401669,1,1,3,3,0,1,CC,2.<6 CC
6790,8908445,0,Government,SALARIED,0,,0,26766.0,26766.0,0.0,3,3,34,31,1,300.0,0.0,2.Govt,SALARIED,CROSS SALES,1,,Others+P_Cons,SAL,,,2,1,19,6,0,4,CL,10.<36 Others
6791,8914377,1,Government,SALARIED,3,0.792216613,1,16878.0,16878.0,0.0,3,2,42,37,1,204.0,3277.0,2.Govt,SALARIED,CROSS SALES,2,63.05841924,Resale Ready,SAL,0.630584192,0.630584192,1,-999,16,16,0,1,TWL,8.<36 TWL GL
6792,8915301,0,Private Ltd. Co.,SALARIED,0,0.541057904,1,35403.0,64206.0,0.0,4,1,55,27,3,300.0,19214.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,45.31663707,Self Construction,SAL,0.455046183,0.25091113,4,4,76,2,0,19,CC,2.<6 CC
6793,8917199,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,3,0.495224848,0,46574.25,46574.25,0.0,4,3,49,24,1,204.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,3,48.92402991,Resale Ready,NONSAL,0.366146529,0.366146529,9,6,116,4,0,17,AL,5.<6 Others
6794,8917733,0,Government,SALARIED,0,0.652751301,1,19709.0,19709.0,0.0,3,2,34,29,1,240.0,0.0,2.Govt,SALARIED,CROSS SALES,3,50.31711401,Builder Ready,SAL,0.50317114,0.50317114,1,-999,40,40,0,2,TWL,12.>36 PL TWL GL
6795,8917835,0,Private Ltd. Co.,SAL(RETIRAL AGE 58),2,0.75735369,1,14256.0,14256.0,0.0,2,2,35,27,1,240.0,3479.0,3.Private Ltd Co,SALARIED,CROSS SALES,3,52.69360269,Builder Ready,SAL,0.526936027,0.526936027,1,-999,26,26,0,1,TWL,8.<36 TWL GL
6796,8917947,0,Private Ltd. Co.,SALARIED,0,0.29297484,1,30000.0,30000.0,0.0,3,3,31,30,1,240.0,16316.0,3.Private Ltd Co,SALARIED,DSA,1,61.16666667,Self Construction,SAL,0.611666667,0.611666667,15,5,33,16,1,13,CC,9.<36 CC
6797,8918081,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.647945745,0,27097.3333,27097.3333,0.0,3,3,47,27,1,216.0,9553.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,3,42.67578611,Builder Ready,NONSAL,0.426757861,0.426757861,2,-999,21,15,0,6,CL,10.<36 Others
6798,8918179,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,0,0.517105263,0,35222.0,35222.0,0.0,3,3,30,27,1,240.0,10000.0,3.Private Ltd Co,SELF_EMP,DSA,2,,Builder Ready,NONSAL,0.551388337,0.551388337,1,1,29,29,0,1,AL,7.<36 AL HL LAS
6799,8918331,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,2,0.846808537,0,33931.0,33931.0,0.0,2,2,32,30,1,264.0,8966.0,3.Private Ltd Co,SELF_EMP,ALTERNATE CHANNELS,1,38.11853467,Builder UNC,NONSAL,0.381185347,0.381185347,2,2,13,7,1,2,TWL,8.<36 TWL GL
6800,8918413,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,2,0.819345,0,24407.5,47610.8333,23203.3333,3,3,50,22,1,240.0,10000.0,3.Private Ltd Co,SELF_EMP,DSA,2,,Builder Ready,NONSAL,1.327092082,0.680328357,1,1,30,30,0,1,CC,9.<36 CC
6801,8918453,0,Others,SALARIED,4,0.619540946,0,10189.0,10189.0,0.0,3,3,40,40,1,228.0,8634.0,1.Others,SALARIED,CROSS SALES,2,51.89910688,Resale Ready,SAL,0.518991069,0.518991069,1,1,57,57,0,-11111,BL,13.>36 Others
6802,8918725,0,Self Employed Professional,SELF-EMPLOYED,3,0.841105457,1,23392.0833,23392.0833,0.0,2,2,50,41,1,180.0,4451.0,1.Others,SELF_EMP,DSA,2,42.09543833,Builder UNC,NONSAL,0.420954383,0.420954383,5,2,65,13,1,3,CL,10.<36 Others
6803,8919007,0,Director-Pvt. Ltd. Co. (Staff Less than 50),SALARIED,0,0.517064377,0,8298.0,14770.0,6472.0,1,1,40,33,1,240.0,4526.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,40.83953961,Builder UNC,SAL,0.72692215,0.408395396,3,1,44,6,0,5,CL,10.<36 Others
6804,8919639,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.648108462,1,23877.1667,23877.1667,0.0,3,1,41,21,2,264.0,4978.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,33.95293965,Builder UNC,NONSAL,0.339529397,0.339529397,3,-999,73,29,0,3,CL,10.<36 Others
6805,8919663,0,Government,SALARIED,2,0.601004481,0,52124.0,52124.0,0.0,4,3,46,44,1,60.0,949.0,2.Govt,SALARIED,CROSS SALES,2,40.12355153,Resale Ready,SAL,0.328409178,0.328409178,7,5,68,3,0,7,GL,5.<6 Others
6806,8920635,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,2,0.724234858,0,23150.0,38050.0,14900.0,4,2,31,27,1,300.0,15396.0,3.Private Ltd Co,SALARIED,CROSS SALES,1,40.15768725,Builder UNC,SAL,0.660043197,0.401576873,1,1,8,8,0,4,CL,10.<36 Others
6807,8920705,0,Government,SALARIED,1,0.414114072,1,19508.0,19508.0,0.0,3,1,36,26,1,240.0,0.0,2.Govt,SALARIED,CROSS SALES,2,46.02727086,Self Construction,SAL,0.460272709,0.460272709,1,1,22,22,1,2,CL,10.<36 Others
6808,8924467,0,Proprietor-Proprietorship Firm (Staff Less than 25),SALARIED,3,0.460358438,0,32141.25,32141.25,0.0,1,1,26,26,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,55.2498736,Others+P_Cons,NONSAL,0.552498736,0.552498736,29,1,59,7,1,5,CL,10.<36 Others
6809,8931353,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,3,0.588183556,0,21952.1667,46748.0834,11455.6667,3,3,47,24,2,204.0,11826.0,3.Private Ltd Co,SELF_EMP,DSA,1,,Resale Ready,NONSAL,1.277459323,0.59987486,28,-999,47,40,0,-11111,GL,12.>36 PL TWL GL
6810,8931591,0,Government,SALARIED,4,0.844893814,0,13935.0,19435.0,5500.0,2,2,35,34,1,180.0,5643.0,2.Govt,SALARIED,CROSS SALES,1,45.44378698,Builder UNC,SAL,0.633799785,0.45443787,4,2,34,4,0,7,CL,4.<6 BL CL Oth
6811,8931701,0,Proprietor-Proprietorship Firm (Staff More than 25),OTHERS,3,0.650035623,0,583580.8075,583580.8075,0.0,3,3,38,34,1,180.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,1,,Builder UNC,NONSAL,0.049343638,0.049343638,1,-999,33,33,0,3,BL,10.<36 Others
6812,8931859,0,Proprietor-Proprietorship Firm (Staff Less than 25),SALARIED,2,0.277188976,0,24200.0,24200.0,0.0,3,3,28,24,1,180.0,5506.0,3.Private Ltd Co,SALARIED,CROSS SALES,3,35.75206612,Self Construction,SAL,0.357520661,0.357520661,3,1,45,14,0,2,GL,8.<36 TWL GL
6813,8931989,0,Proprietor-Proprietorship Firm (Staff More than 25),OTHERS,1,0.716302776,0,35122.5,35122.5,0.0,3,3,34,29,1,240.0,6298.0,3.Private Ltd Co,SELF_EMP,DSA,1,66.87451064,Builder UNC,NONSAL,0.597565663,0.597565663,11,4,50,3,0,8,Others,4.<6 BL CL Oth
6814,8933781,0,Private Ltd. Co.,SALARIED,0,0.312857143,0,15000.0,29583.0,14583.0,3,3,53,24,1,72.0,5000.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Resale Ready,SAL,1.356066667,0.687590846,4,1,96,29,0,7,TWL,8.<36 TWL GL
6815,8933845,0,Others,SALARIED,1,0.650698976,0,9919.0,17189.0,7270.0,3,3,31,25,1,300.0,6333.0,1.Others,SALARIED,DSA,2,61.30083193,Builder UNC,SAL,1.062304668,0.613008319,29,11,108,3,0,3,BL_PSL,5.<6 Others
6816,8934463,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.841065455,1,22463.3333,22463.3333,0.0,2,2,32,31,1,240.0,6286.0,3.Private Ltd Co,SELF_EMP,DSA,3,,Builder UNC,NONSAL,0.407063363,0.407063363,2,1,8,2,0,-11111,GL,5.<6 Others
6817,8936855,0,Proprietor-Proprietorship Firm (Staff Less than 25),SALARIED,2,0.625,1,24795.0,24795.0,0.0,2,2,35,30,1,240.0,0.0,3.Private Ltd Co,SALARIED,DSA,2,,Builder UNC,SAL,0.206089937,0.206089937,3,2,54,6,0,4,TWL,8.<36 TWL GL
6818,8937389,0,Private Ltd. Co.,SALARIED,2,0.772818435,0,32000.0,48484.0,16484.0,3,3,47,26,1,156.0,2105.0,3.Private Ltd Co,SALARIED,DSA,2,52.87311278,Resale Ready,SAL,0.80109375,0.528731128,3,2,46,1,0,8,CC,2.<6 CC
6819,8940907,0,Others,SALARIED,1,0.833333333,0,25000.0,44000.0,19000.0,4,3,44,38,1,264.0,0.0,1.Others,SALARIED,CROSS SALES,2,,Others+P_Cons,SAL,,,8,2,43,2,0,3,GL,5.<6 Others
6820,8943335,0,Private Ltd. Co.,SAL(RETIRAL AGE 60),0,0.79735393,0,52702.0,52702.0,0.0,3,3,33,32,1,240.0,3641.0,3.Private Ltd Co,SALARIED,CROSS SALES,1,60.29372699,Resale Ready,SAL,0.60293727,0.60293727,6,4,95,45,0,8,CC,11.>36 CC
6821,8945843,0,Private Ltd. Co.,SALARIED,2,0.50208173,0,186629.0,186629.0,0.0,2,1,70,37,1,120.0,5651.0,3.Private Ltd Co,SALARIED,Open Market sales,2,40.52210535,Self Construction,SAL,0.162836429,0.162836429,4,2,129,7,0,30,HL,7.<36 AL HL LAS
6822,8946019,0,MNC,SAL(RETIRAL AGE 58),0,0.853665385,0,36000.0,36000.0,0.0,3,3,43,40,1,192.0,5954.0,5.MNC,SALARIED,CROSS SALES,3,58.90555556,Builder Ready,SAL,0.452722222,0.452722222,3,2,50,8,0,1,PL,6.<36 PL
6823,8947171,0,Private Ltd. Co.,SALARIED,1,,0,14366.0,14366.0,0.0,3,2,25,22,1,240.0,0.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Builder Ready,SAL,0.541069191,0.541069191,7,6,52,5,1,9,CL,4.<6 BL CL Oth
6824,8948367,0,Government,SAL(RETIRAL AGE 60),2,0.141566038,0,17257.0,17257.0,0.0,3,3,33,29,1,240.0,2405.0,2.Govt,SALARIED,UBL Sales,2,26.4588283,Builder UNC,SAL,0.105232659,0.105232659,3,2,38,4,0,8,CL,4.<6 BL CL Oth
6825,8954363,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,1,0.59394757,0,27839.75,27839.75,0.0,3,3,57,43,1,264.0,8798.0,3.Private Ltd Co,SELF_EMP,DSA,2,58.25483347,Builder Ready,NONSAL,0.582548335,0.582548335,4,2,123,10,0,8,CL,10.<36 Others
6826,8954997,0,Private Ltd. Co.,SALARIED,0,0.603142045,0,16072.0,24918.0,8846.0,3,3,28,26,1,240.0,11542.0,3.Private Ltd Co,SALARIED,DSA,3,57.95007625,Builder UNC,SAL,0.898456944,0.579500763,5,3,48,3,0,4,Others,4.<6 BL CL Oth
6827,8955431,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,0,0.847457627,1,19700.0,19700.0,0.0,3,3,52,26,1,220.0,0.0,3.Private Ltd Co,SALARIED,DSA,3,,Resale Ready,SAL,0.50751269,0.50751269,2,1,34,13,0,5,TWL,8.<36 TWL GL
6828,8956303,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,3,0.665413929,0,33001.5,33001.5,0.0,3,2,35,31,1,348.0,10000.0,3.Private Ltd Co,SELF_EMP,DSA,2,,Builder Ready,NONSAL,0.512764571,0.512764571,1,-999,68,68,0,3,AL,13.>36 Others
6829,8957665,0,Proprietor-Proprietorship Firm (Staff Less than 25),SALARIED,2,0.84150948,0,25000.0,25000.0,0.0,3,3,41,25,1,228.0,3908.0,3.Private Ltd Co,SALARIED,ALTERNATE CHANNELS,2,44.812,Builder Ready,SAL,0.40852,0.40852,3,2,70,6,0,10,PL,6.<36 PL
6830,8973319,1,Government,SALARIED,2,0.79722657,0,26851.8333,46879.8333,20028.0,2,2,40,35,1,216.0,9760.0,2.Govt,SALARIED,CROSS SALES,1,47.99078498,Builder UNC,SAL,0.664423907,0.380568759,8,6,60,3,0,10,GL,5.<6 Others
6831,8978385,0,Partner-Partnership Firm (Staff More than 25),SALARIED,0,0.68855876,0,21300.0,42100.0,20800.0,4,1,25,23,1,300.0,12710.0,3.Private Ltd Co,SALARIED,UBL Sales,2,49.65320665,Builder Ready,SAL,0.981408451,0.496532067,1,1,7,7,0,1,CC,9.<36 CC
6832,8978395,0,Proprietor-Proprietorship Firm (Staff More than 25),TRADING,3,0.567492,0,18811.1667,18811.1667,0.0,3,2,57,26,1,120.0,0.0,3.Private Ltd Co,SELF_EMP,DIRECT,2,,Resale Ready,NONSAL,0.606820416,0.606820416,1,1,7,7,0,5,CL,10.<36 Others
